;open;high;low;close;1h_chg%;24h_chg%;next_1h_chg;next_1h_high%;next_3h_high%;next_24h_chg;volume;qav;num_trades;taker_base_vol;taker_quote_vol;taker%;open_interest;oi_24h_chg%;oi_7d_chg%;%_long;%L_24h_chg%;%L_7d_chg%;fundings;fund_24h_chg;fund_7d_chg;liquidations_long;liquidations_short
17/11/2023 05:00;36435,69;36436;36145,55;36355,57;-0,22%;-3,21%;0,01%;0,26%;0,26%;0,04%;1820,80566;66113047,21;51915;729,31023;26479092,15;40%;79120,076;-6,57%;0,74%;57,53;30,22%;13,18%;0,01;0,00%;0,00%;236607,0155;236607,0155
17/11/2023 06:00;36355,57;36450;36268;36358,01;0,01%;-2,88%;-0,33%;0,00%;0,23%;-0,07%;1393,71329;50682411,74;34706;699,93475;25452708,37;50%;79290,483;-5,98%;0,62%;56,95;25,72%;11,78%;0,01;0,00%;0,00%;2872,7007;2872,7007
17/11/2023 07:00;36358,01;36358,53;36211,1;36239,76;-0,33%;-2,84%;0,45%;0,54%;0,55%;0,03%;1299,38386;47132612,3;39855;571,52025;20728813,74;44%;79198,217;-6,35%;0,58%;56,75;24,53%;11,93%;0,01;-0,52%;0,00%;98677,944;98677,944
17/11/2023 08:00;36239,76;36437,19;36164,48;36402,63;0,45%;-2,55%;-0,24%;0,10%;0,17%;0,04%;1184,77879;43039472,52;45615;601,30663;21842544,38;51%;79175,275;-6,40%;0,11%;56,25;25,19%;11,94%;0,01;-0,52%;-0,17%;54038,6728;54038,6728
17/11/2023 09:00;36402,62;36440;36250,49;36313,74;-0,24%;-2,62%;0,14%;0,17%;0,58%;0,37%;957,58276;34810609,5;38380;436,27611;15859364,35;46%;79031,634;-7,07%;-0,35%;56,4;24,78%;10,33%;0,01;-0,52%;-0,17%;123076,2148;123076,2148
17/11/2023 10:00;36313,74;36374,43;36121;36363,94;0,14%;-2,37%;0,02%;0,28%;0,70%;0,09%;1504,80969;54542959,14;61393;710,87608;25770944,32;47%;78577,603;-7,26%;-1,48%;56,34;24,73%;9,93%;0,01;-0,52%;-0,17%;493308,2566;493308,2566
17/11/2023 11:00;36363,95;36464;36315,31;36372,83;0,02%;-2,03%;0,42%;0,42%;0,68%;0,27%;1243,70986;45262944,07;46491;581,12131;21148904,19;47%;78817,058;-7,61%;-1,43%;55,54;21,56%;8,41%;0,01;-0,52%;-0,17%;7094,841;7094,841
17/11/2023 12:00;36372,82;36525,7;36250;36525,69;0,42%;-0,66%;-0,51%;0,26%;0,26%;-0,34%;1447,59235;52650427,34;63637;707,57155;25742598,03;49%;78742,467;-7,44%;-2,45%;55,23;21,63%;10,86%;0,01;-0,52%;-0,17%;134908,6336;134908,6336
17/11/2023 13:00;36525,7;36620;36278;36341;-0,51%;-1,00%;-0,90%;0,26%;0,26%;0,30%;1900,66495;69322707,07;75050;1000,43663;36497426,13;53%;78575,363;-6,70%;-3,42%;55,4;17,12%;11,65%;0,01;-0,52%;-0,17%;605232,7725;605232,7725
17/11/2023 14:00;36341,01;36436;35861,1;36015,53;-0,90%;-1,07%;0,08%;0,42%;2,18%;1,15%;2757,9221;99694518,82;98873;1219,16172;44072345,92;44%;79173,822;-6,24%;-3,38%;55,59;9,43%;14,74%;0,01;-0,52%;-0,17%;1054318,639;1054318,639
17/11/2023 15:00;36015,53;36167,26;35931,83;36044,8;0,08%;-1,42%;-0,18%;0,45%;2,10%;1,28%;2567,80583;92538247,3;93765;1156,2259;41668529,71;45%;80620,256;-5,30%;-0,90%;54,85;6,67%;12,74%;0,01;-0,20%;-0,17%;424125,958;424125,958
17/11/2023 16:00;36044,79;36206;35909,17;35978,95;-0,18%;-0,92%;1,45%;2,28%;2,28%;1,90%;1989,40925;71731124,12;80802;980,88842;35367927,32;49%;80469,192;-5,45%;-1,01%;54,27;4,53%;12,43%;0,01;-0,20%;0,00%;310745,6983;310745,6983
17/11/2023 17:00;35978,95;36800;35952;36499,99;1,45%;0,73%;-0,08%;0,12%;0,21%;0,48%;4839,52665;176411652,3;163396;2476,53303;90263198,22;51%;78706,148;-8,25%;-2,11%;54,9;5,35%;14,49%;0,01;-0,20%;0,00%;184151,7009;184151,7009
17/11/2023 18:00;36500;36542,2;36349,27;36472,19;-0,08%;1,53%;-0,41%;0,29%;0,29%;0,41%;1515,42914;55225175,53;49954;776,87023;28312168,01;51%;78598,875;-4,81%;-1,96%;55,22;4,94%;14,90%;0,01;-0,20%;0,00%;9778,248;9778,248
17/11/2023 19:00;36472,2;36576,55;36227,87;36322,4;-0,41%;1,02%;0,44%;0,54%;0,62%;1,06%;1232,27026;44854263,71;46382;552,40088;20110569,28;45%;78732,666;-4,36%;-1,02%;55,02;-0,63%;13,21%;0,01;-0,20%;0,00%;79103,9074;79103,9074
17/11/2023 20:00;36322,4;36520,01;36308;36483,27;0,44%;1,45%;-0,24%;0,09%;0,66%;0,54%;1143,23969;41660374,19;42106;571,60527;20827179,57;50%;77986,695;-4,66%;-1,93%;54,82;-2,19%;13,03%;0,01;-0,20%;0,00%;26639,744;26639,744
17/11/2023 21:00;36483,26;36514,59;36342,48;36396,38;-0,24%;0,49%;0,41%;0,42%;0,90%;0,55%;844,15154;30731246,83;33560;391,45739;14250329,12;46%;77316,764;-5,14%;-2,34%;54,6;-3,79%;12,11%;0,01;-0,20%;0,00%;30835,7973;30835,7973
17/11/2023 22:00;36396,38;36549,25;36396,38;36544,78;0,41%;1,05%;0,19%;0,49%;0,49%;-0,01%;693,79761;25310494,47;30964;377,65469;13776880,68;54%;76946,739;-4,89%;-2,32%;55,04;-4,53%;14,43%;0,01;-0,20%;0,00%;5665,9475;5665,9475
17/11/2023 23:00;36544,77;36723,59;36487;36613,92;0,19%;0,68%;-0,58%;0,00%;0,00%;-0,29%;1210,39746;44280046,6;45258;604,96854;22132063,11;50%;77925,157;-3,21%;-2,38%;54,91;-5,44%;14,21%;0,01;0,00%;0,00%;6408,8325;6408,8325
18/11/2023 00:00;36613,91;36613,92;36388,12;36400,01;-0,58%;-0,44%;0,01%;0,16%;0,16%;0,46%;1005,75727;36712312,5;35985;440,81212;16088534,77;44%;77163,632;-2,83%;-3,81%;54,8;-6,56%;14,12%;0,01;0,00%;0,00%;231488,5847;231488,5847
18/11/2023 01:00;36400,01;36456,53;36377,88;36405,46;0,01%;-0,13%;0,01%;0,12%;0,12%;0,16%;507,51514;18486014,81;25492;236,98883;8631509,902;47%;76914,242;-3,76%;-4,06%;55,11;-6,16%;14,15%;0,01;0,00%;0,00%;7756,182;7756,182
18/11/2023 02:00;36405,47;36447,75;36390,44;36408,09;0,01%;-0,21%;-0,10%;0,04%;0,05%;0,21%;341,53256;12438100,14;19727;163,41072;5951076,256;48%;76971,026;-3,32%;-4,53%;55,37;-5,24%;14,90%;0,01;0,00%;0,00%;#N/A;#N/A
18/11/2023 03:00;36408,1;36424,01;36360,22;36371,81;-0,10%;-0,18%;-0,01%;0,15%;0,15%;0,23%;444,73045;16180477,67;25089;207,88416;7562956,27;47%;77152,375;-3,26%;-4,34%;55,41;-4,23%;13,50%;0,01;0,00%;0,00%;186836,4615;186836,4615
18/11/2023 04:00;36371,8;36426,51;36369,45;36369,45;-0,01%;0,04%;-0,10%;0,03%;0,16%;0,42%;378,50007;13775839,76;20728;197,99667;7205858,497;52%;77127,877;-2,52%;-3,96%;55,01;-4,38%;13,10%;0,01;0,00%;0,00%;30633,5598;30633,5598
18/11/2023 05:00;36369,45;36378,65;36303,98;36334;-0,10%;-0,07%;-0,23%;0,07%;0,40%;0,55%;629,09574;22862757,38;33883;269,3097;9787132,913;43%;77371,428;-2,42%;-3,63%;55,1;-3,25%;12,91%;0,01;0,00%;0,00%;642585,0984;642585,0984
18/11/2023 06:00;36334,01;36361,1;36250,01;36252;-0,23%;0,03%;0,46%;0,49%;0,63%;0,71%;615,52755;22350527,59;30392;238,90543;8675479,987;39%;77536,464;-2,10%;-3,68%;54,79;-3,45%;11,73%;0,01;0,00%;0,00%;219742,9648;219742,9648
18/11/2023 07:00;36251,99;36428;36178,58;36417,16;0,46%;0,04%;0,08%;0,17%;0,19%;0,51%;1191,24433;43265058,27;41466;628,67499;22834722,24;53%;78196,792;-1,24%;-2,67%;54,32;-3,43%;10,50%;0,01;0,00%;0,00%;113658,48;113658,48
18/11/2023 08:00;36417,15;36479,22;36375,28;36448,01;0,08%;0,37%;-0,14%;0,01%;0,25%;0,45%;600,66262;21883116,45;29227;301,84047;10996141,34;50%;78317,218;-0,90%;-2,82%;54,51;-3,35%;10,50%;0,01;0,00%;-0,66%;1567,6596;1567,6596
18/11/2023 09:00;36448;36453,09;36392;36397,45;-0,14%;0,09%;0,21%;0,24%;0,39%;0,60%;398,07607;14499345,43;22193;159,60456;5813290,376;40%;78451,893;-0,16%;-2,83%;54,4;-3,44%;10,37%;0,01;0,00%;-0,66%;1674,86;1674,86
18/11/2023 10:00;36397,44;36486,48;36397,44;36472,46;0,21%;0,27%;-0,19%;0,18%;0,18%;0,43%;601,46574;21917527,53;24881;354,42545;12916946,81;59%;78645,134;-0,22%;-2,69%;54,19;-2,43%;9,43%;0,01;0,00%;-0,66%;0;0
18/11/2023 11:00;36472,46;36538,61;36400;36402,8;-0,19%;-0,34%;0,13%;0,22%;0,46%;0,35%;549,76216;20053594,27;29706;248,4342;9062453,31;45%;79240,768;0,63%;-1,84%;54,39;-1,52%;9,50%;0,01;0,00%;-0,66%;20175,018;20175,018
18/11/2023 12:00;36402,79;36484,31;36393,44;36449,3;0,13%;0,30%;-0,05%;0,09%;0,64%;0,01%;513,24545;18705069,1;26631;244,2024;8898609,715;48%;79243,566;0,85%;-1,89%;54,15;-2,26%;8,73%;0,01;0,00%;-0,66%;10828,6794;10828,6794
18/11/2023 13:00;36449,3;36483,13;36347,69;36430,21;-0,05%;1,15%;0,21%;0,38%;1,14%;0,17%;887,7206;32327899,79;41973;391,19851;14246544,96;44%;79148,683;-0,03%;-1,99%;54,13;-2,63%;7,81%;0,01;0,00%;-0,66%;56670,109;56670,109
18/11/2023 14:00;36430,21;36568,76;36421,1;36507,03;0,21%;1,28%;0,43%;0,48%;0,93%;-0,05%;803,12819;29307346,76;36941;447,83113;16341815,04;56%;79907,025;-0,88%;-1,18%;53,72;-2,06%;6,50%;0,01;0,00%;-0,66%;0;0
18/11/2023 15:00;36507,04;36682,2;36505,14;36664,16;0,43%;1,90%;0,03%;0,49%;0,49%;-0,56%;1440,91018;52738306,53;50174;755,06676;27635771,88;52%;80532,678;0,08%;-0,23%;53,66;-1,12%;6,64%;0,01;0,00%;-0,66%;18922,7004;18922,7004
18/11/2023 16:00;36664,17;36845,49;36639,96;36674;0,03%;0,48%;-0,15%;0,08%;0,26%;-0,29%;1669,58835;61326939,62;61313;823,2455;30239331,84;49%;81654,019;3,75%;1,05%;53,5;-2,55%;6,72%;0,01;0,00%;-0,46%;17866,2768;17866,2768
18/11/2023 17:00;36674;36701,76;36600,1;36620;-0,15%;0,41%;0,24%;0,34%;0,40%;-0,17%;933,50168;34203500,14;39514;402,07999;14731130,97;43%;81280,713;3,41%;0,59%;52,6;-4,74%;4,70%;0,01;0,00%;-0,46%;85978,8245;85978,8245
18/11/2023 18:00;36620,01;36745,5;36611,47;36707,19;0,24%;1,06%;-0,08%;0,17%;0,17%;-0,28%;583,0753;21373512,12;29144;289,6688;10617175,16;50%;81314,829;3,28%;0,66%;52,34;-4,87%;4,30%;0,01;0,00%;-0,46%;1285,0075;1285,0075
18/11/2023 19:00;36707,18;36768;36653,51;36679,1;-0,08%;0,54%;-0,22%;0,08%;0,08%;0,43%;598,67548;21974467,38;31067;277,3739;10180364,08;46%;81399,013;4,38%;0,75%;52,55;-4,14%;4,60%;0,01;0,00%;-0,46%;256,8188;256,8188
18/11/2023 20:00;36679,09;36707,16;36536,08;36598;-0,22%;0,55%;-0,15%;0,04%;0,04%;0,96%;779,88183;28546655,2;43054;314,94592;11526766,08;40%;80252,583;3,80%;-0,98%;52,37;-4,08%;4,43%;0,01;0,00%;-0,46%;136606,5012;136606,5012
18/11/2023 21:00;36597,99;36611,78;36524,31;36542,01;-0,15%;-0,01%;-0,10%;0,04%;0,09%;1,03%;581,49791;21265094,73;36319;230,4279;8425965,352;40%;79839,91;3,76%;-1,67%;52,16;-5,23%;3,86%;0,01;0,00%;-0,46%;102668,95;102668,95
18/11/2023 22:00;36542,01;36556,56;36443,1;36506;-0,10%;-0,29%;0,17%;0,18%;0,18%;1,31%;543,12589;19821336,79;27472;245,46068;8956420,024;45%;79287,819;1,75%;-0,50%;52,22;-4,90%;#N/A;0,01;0,00%;-0,46%;253722,8952;253722,8952
18/11/2023 23:00;36506;36571,33;36498,34;36568,1;0,17%;0,46%;-0,28%;0,01%;0,01%;1,13%;504,0213;18419269,58;22127;231,75877;8469107,669;46%;79409,01;2,91%;-1,18%;52,48;-4,23%;5,36%;0,01;0,00%;-0,46%;109,7427;109,7427
19/11/2023 00:00;36568,11;36573,44;36456;36464,69;-0,28%;0,16%;0,06%;0,07%;0,15%;2,45%;538,58367;19675770,28;27368;199,665;7293257,955;37%;79417,204;3,25%;-1,29%;52,76;-4,26%;6,52%;0,01;0,00%;-0,54%;158544,6534;158544,6534
19/11/2023 01:00;36464,69;36491,55;36388,27;36485,44;0,06%;0,21%;-0,09%;0,03%;0,14%;2,23%;625,26574;22790201,18;33163;294,95215;10750320,83;47%;79209,804;2,91%;-2,38%;52,49;-5,20%;6,00%;0,01;0,00%;-0,54%;373880,0055;373880,0055
19/11/2023 02:00;36485,44;36497,69;36401,1;36453,99;-0,09%;0,23%;0,18%;0,18%;0,26%;2,30%;474,19589;17285366,66;23980;241,41678;8799422,441;51%;79353,995;2,85%;-1,91%;52,46;-5,32%;5,89%;0,01;0,00%;-0,54%;1713,8127;1713,8127
19/11/2023 03:00;36454;36521,12;36422,6;36521,11;0,18%;0,42%;0,04%;0,04%;0,36%;2,14%;478,89198;17463039,18;23029;254,02904;9263431,693;53%;79274,197;2,78%;-2,02%;52,64;-4,31%;6,32%;0,01;0,00%;-0,54%;0;0
19/11/2023 04:00;36521,11;36534,94;36489,02;36534,93;0,04%;0,55%;-0,07%;0,04%;0,37%;1,59%;288,85243;10546099,8;17143;133,36551;4869273,701;46%;79164,18;2,32%;-2,04%;52,89;-4,01%;6,40%;0,01;0,00%;-0,54%;0;0
19/11/2023 05:00;36534,94;36548,41;36510,95;36510,96;-0,07%;0,71%;0,25%;0,39%;0,56%;1,91%;330,6818;12080175,81;17676;155,20395;5669785,483;47%;79059,039;1,96%;-2,02%;53,06;-3,16%;6,95%;0,01;0,00%;-0,54%;438,2628;438,2628
19/11/2023 06:00;36510,95;36653,06;36500;36601,09;0,25%;0,51%;0,03%;0,19%;0,31%;1,45%;755,57793;27649468,71;35614;394,22591;14423607,5;52%;79387,041;1,52%;-1,30%;53,18;-2,10%;7,61%;0,01;0,00%;-0,54%;0;0
19/11/2023 07:00;36601,09;36669;36578;36611,5;0,03%;0,45%;0,01%;0,29%;0,29%;1,56%;675,25189;24726080,29;28899;377,57192;13824538,61;56%;79634,287;1,68%;-1,45%;53,17;-2,46%;8,27%;0,01;0,00%;-0,54%;5017,488;5017,488
19/11/2023 08:00;36611,49;36716;36603,03;36615,99;0,01%;0,60%;0,03%;0,12%;0,12%;1,72%;566,75539;20772960,19;40987;295,0941;10815727,31;52%;80110,797;2,11%;-1,27%;53,25;-2,11%;8,90%;0,01;0,00%;-1,35%;842,4417;842,4417
19/11/2023 09:00;36616;36660,36;36578,85;36627,88;0,03%;0,43%;-0,27%;0,01%;0,01%;1,35%;393,56454;14412753,09;23133;215,43012;7888898,187;55%;79924,195;1,63%;-1,65%;53,3;-1,64%;9,60%;0,01;0,00%;-1,35%;#N/A;#N/A
19/11/2023 10:00;36627,87;36632,16;36530,52;36530,53;-0,27%;0,35%;-0,21%;0,00%;0,00%;1,81%;408,74878;14947329,54;23953;178,51037;6527417,663;44%;80060,822;1,03%;-1,38%;53,23;-2,13%;9,41%;0,01;0,00%;-1,35%;55751,3418;55751,3418
19/11/2023 11:00;36530,52;36531,09;36384,02;36453,62;-0,21%;0,01%;0,11%;0,11%;0,17%;2,29%;1211,85678;44171817,71;44778;556,29759;20273466,74;46%;79256,448;0,02%;-2,44%;53,04;-2,05%;8,80%;0,01;0,00%;-1,35%;350918,8375;350918,8375
19/11/2023 12:00;36453,63;36494;36403,09;36492,63;0,11%;0,17%;-0,02%;0,06%;0,21%;1,79%;673,79634;24562968,57;38520;314,22851;11455153,92;47%;79478,385;0,42%;-2,51%;53,67;-0,85%;9,93%;0,01;0,00%;-1,35%;3576,4218;3576,4218
19/11/2023 13:00;36492,63;36515,5;36461,17;36487,04;-0,02%;-0,05%;-0,08%;0,00%;0,42%;1,80%;506,40884;18478151,11;32239;223,14824;8142086,73;44%;79485,525;-0,53%;-1,94%;53,79;0,13%;9,96%;0,01;0,00%;-1,35%;2116,7158;2116,7158
19/11/2023 14:00;36487,04;36487,05;36385,7;36457,99;-0,08%;-0,56%;0,30%;0,31%;0,50%;1,74%;716,58695;26113475,76;30272;300,41092;10946254,26;42%;79601,212;-1,16%;-2,19%;53,94;0,52%;10,37%;0,01;0,00%;-1,35%;11122,74;11122,74
19/11/2023 15:00;36457,99;36570;36406,53;36568,27;0,30%;-0,29%;-0,03%;0,20%;0,91%;2,30%;785,03923;28662244,97;31650;419,50035;15313435,54;53%;79310,335;-2,87%;-3,31%;53,9;0,75%;10,45%;0,01;0,00%;-1,35%;768,0771;768,0771
19/11/2023 16:00;36568,27;36640;36511,11;36557,98;-0,03%;-0,17%;0,12%;0,12%;1,17%;2,47%;682,52814;24962689,19;30605;323,76885;11841111,89;47%;79162,927;-2,61%;-3,52%;53,68;2,05%;10,61%;0,01;0,00%;-1,72%;182,8025;182,8025
19/11/2023 17:00;36557,98;36603,04;36537,47;36603,04;0,12%;-0,28%;0,64%;0,81%;1,16%;1,73%;401,44484;14681103,73;21837;200,94728;7349126,421;50%;79145,752;-2,67%;-3,42%;53,25;1,74%;10,11%;0,01;0,00%;-1,72%;0;0
19/11/2023 18:00;36603,04;36900;36597,49;36835,99;0,64%;0,43%;0,31%;0,41%;0,67%;2,01%;2010,48085;73923561,03;59069;1060,64206;38998521,72;53%;80843,116;-0,68%;-1,44%;53,17;1,18%;9,76%;0,01;0,00%;-1,72%;479,0734;479,0734
19/11/2023 19:00;36835,99;36986,44;36770;36948,97;0,31%;0,96%;-0,09%;0,21%;0,37%;1,57%;1577,27033;58157645,02;47156;760,37805;28037458,07;48%;81555,412;1,62%;-0,58%;52,01;-0,69%;7,82%;0,01;0,00%;-1,72%;0;0
19/11/2023 20:00;36948,97;37027,9;36800;36916,8;-0,09%;1,03%;0,18%;0,45%;1,58%;1,77%;1576,53374;58192515,11;49939;786,55757;29034859,77;50%;81827,457;2,49%;-0,20%;51,3;-1,65%;5,84%;0,01;0,00%;-1,72%;105247,08;105247,08
19/11/2023 21:00;36916,81;37084,22;36845,64;36984,46;0,18%;1,31%;-0,01%;0,13%;1,39%;1,53%;1174,87068;43430876,74;41640;591,41479;21861811,16;50%;81936,112;3,34%;-0,19%;50,85;-2,62%;4,50%;0,01;0,00%;-1,72%;444,0204;444,0204
19/11/2023 22:00;36984,47;37033,98;36923,6;36980,29;-0,01%;1,13%;1,03%;1,41%;1,41%;1,18%;574,58506;21242798,65;26979;277,31669;10252040,56;48%;81971,983;3,23%;0,37%;50,49;-3,79%;3,87%;0,01;0,00%;-1,72%;5660,6634;5660,6634
19/11/2023 23:00;36980,3;37500;36980,29;37359,86;1,03%;2,45%;-0,16%;0,06%;0,06%;0,18%;3818,57466;142602747,1;112771;2021,17718;75458860,64;53%;80864,763;1,82%;0,02%;49,88;-5,46%;2,87%;0,01;0,00%;-1,72%;68883,7837;68883,7837
20/11/2023 00:00;37359,85;37382,68;37138;37299,34;-0,16%;2,23%;-0,02%;0,16%;0,16%;0,40%;1487,83312;55432781,87;60414;685,34144;25534298,67;46%;80975,448;2,23%;0,94%;48,46;-7,68%;-1,94%;0,01;0,00%;-2,25%;275272,0173;275272,0173
20/11/2023 01:00;37299,34;37358,58;37222,62;37291,45;-0,02%;2,30%;0,03%;0,07%;0,07%;0,28%;871,32537;32500098,54;37140;403,78786;15060334,83;46%;81273,165;2,42%;2,24%;48,12;-8,27%;-2,02%;0,01;0,00%;-2,25%;0;0
20/11/2023 02:00;37291,46;37315,77;37193,28;37303,92;0,03%;2,14%;-0,51%;0,03%;0,03%;0,80%;855,26467;31863845,14;30438;372,7467;13886935,65;44%;81235,882;2,47%;1,98%;47,6;-9,57%;-3,23%;0,01;0,00%;-2,25%;6717,582;6717,582
20/11/2023 03:00;37303,93;37315,77;37038,3;37114,34;-0,51%;1,59%;0,25%;0,27%;0,27%;0,91%;1166,17185;43319017,21;40741;478,65032;17774805,91;41%;81532,732;2,99%;1,48%;47,48;-10,23%;-3,96%;0,01;0,00%;-2,25%;109799,0283;109799,0283
20/11/2023 04:00;37114,34;37215,23;37078,73;37207,26;0,25%;1,91%;-0,20%;0,02%;0,13%;0,69%;542,97103;20167299,27;26481;270,25763;10038359,04;50%;81345,094;2,89%;-0,57%;47,75;-10,01%;-4,94%;0,01;0,00%;-2,25%;28139,9076;28139,9076
20/11/2023 05:00;37207,27;37215,41;37040,17;37132,88;-0,20%;1,45%;0,13%;0,18%;0,33%;0,69%;668,56919;24820536,99;32412;274,47553;10190001,14;41%;81162,976;2,24%;-1,10%;47,95;-9,83%;-5,67%;0,01;0,00%;-2,25%;12593,5449;12593,5449
20/11/2023 06:00;37132,88;37200;37060,4;37182,62;0,13%;1,56%;0,17%;0,20%;0,20%;0,47%;622,22305;23112321,97;28334;293,53594;10903239,51;47%;81491,85;2,33%;-0,54%;47,51;-10,65%;-7,12%;0,01;0,00%;-2,25%;0;0
20/11/2023 07:00;37182,62;37257,08;37096,23;37244,47;0,17%;1,72%;-0,32%;0,02%;0,35%;0,34%;679,40791;25259213,32;33299;302,32591;11240876,46;44%;81684,885;1,96%;0,00%;47,57;-10,67%;-7,33%;0,01;0,00%;-2,25%;670,6998;670,6998
20/11/2023 08:00;37244,47;37251,1;37061,1;37123,95;-0,32%;1,35%;0,18%;0,34%;0,80%;0,42%;1162,49437;43183633,91;45904;551,72974;20490604,09;47%;81846,628;2,41%;0,38%;48,12;-9,72%;-5,79%;0,01;0,00%;-0,09%;43564,8681;43564,8681
20/11/2023 09:00;37123,94;37249,1;37076,06;37190,15;0,18%;1,81%;0,27%;0,50%;0,62%;0,58%;1187,25138;44118041,23;42533;651,47437;24210489,53;55%;81820,611;2,20%;0,65%;48,12;-9,60%;-5,98%;0,01;0,00%;-0,09%;0;0
20/11/2023 10:00;37190,16;37375,92;37147,59;37290;0,27%;2,29%;-0,38%;0,35%;0,35%;0,06%;1140,01089;42454602,22;47454;582,3013;21686959,43;51%;82152,081;3,65%;0,93%;48,21;-9,11%;-5,51%;0,01;0,00%;-0,09%;634,1136;634,1136
20/11/2023 11:00;37290;37420;37083,52;37147,5;-0,38%;1,79%;-0,01%;0,03%;0,92%;0,53%;1711,94964;63773910,25;66095;829,15451;30893249,95;48%;81375,64;2,39%;-0,23%;48,45;-9,73%;-5,11%;0,01;0,00%;-0,09%;115570,71;115570,71
20/11/2023 12:00;37147,51;37158,41;37081,1;37143,1;-0,01%;1,80%;-0,13%;0,26%;0,94%;0,09%;914,91176;33957010,74;41015;485,36706;18014152,18;53%;82061,412;3,24%;0,75%;48,56;-9,72%;-5,84%;0,01;0,00%;-0,09%;7617,554;7617,554
20/11/2023 13:00;37143,11;37239,99;37055,5;37093,3;-0,13%;1,74%;0,86%;1,07%;1,44%;0,24%;1205,55097;44801968,8;55595;573,38852;21308513,11;48%;81735,92;2,68%;0,08%;48,96;-9,23%;-5,19%;0,01;0,00%;-0,09%;48536,2176;48536,2176
20/11/2023 14:00;37093,3;37489,39;36677;37411,11;0,86%;2,30%;0,13%;0,22%;0,91%;-1,07%;3612,56299;133986856,5;130594;1835,0505;68089510,79;51%;82370,738;3,86%;0,94%;48,96;-9,17%;-4,78%;0,01;0,00%;-0,09%;61806,0105;61806,0105
20/11/2023 15:00;37411,11;37493,2;37219,53;37461,61;0,13%;2,47%;-0,61%;0,44%;0,77%;-2,20%;2724,55322;101788710,5;93436;1455,50194;54386279,33;53%;83286,946;5,21%;1,65%;48,53;-9,59%;-5,79%;0,01;0,00%;-0,09%;52764,9408;52764,9408
20/11/2023 16:00;37461,62;37628;37233,6;37234,83;-0,61%;1,73%;0,92%;1,38%;1,38%;-0,70%;2810,62547;105187542,9;109898;1395,86699;52248160,29;50%;82744,581;4,55%;0,07%;47,51;-10,78%;-7,78%;0,01;0,00%;-1,05%;342407,5152;342407,5152
20/11/2023 17:00;37234,83;37750;36812,13;37576,66;0,92%;2,01%;-0,13%;0,30%;0,45%;-1,02%;4849,0723;181080640,9;167535;2505,94153;93601903,85;52%;83174,32;2,88%;-0,08%;47,52;-10,63%;-7,08%;0,01;0,00%;-1,05%;798734,0364;798734,0364
20/11/2023 18:00;37576,65;37690;37302,02;37527,26;-0,13%;1,57%;0,11%;0,58%;0,58%;-1,67%;2382,84133;89391572,84;113054;1117,33957;41916677,58;47%;83570,602;2,47%;1,12%;46,63;-10,34%;-10,12%;0,01;0,00%;-1,05%;258891,3915;258891,3915
20/11/2023 19:00;37527,26;37746;37450;37569,23;0,11%;1,77%;-0,05%;0,08%;0,08%;-1,83%;1463,56511;55037715,13;69736;692,75975;26054602,69;47%;83652,983;2,23%;1,47%;46,43;-9,49%;-10,64%;0,01;0,00%;-1,05%;44763,1395;44763,1395
20/11/2023 20:00;37569,23;37597,62;37412,21;37548,69;-0,05%;1,53%;-0,35%;0,05%;0,15%;-1,51%;1036,14601;38858941,42;50960;483,11492;18117828,26;47%;83395,011;1,78%;1,43%;45,9;-9,73%;-11,15%;0,01;0,00%;-1,05%;228990,144;228990,144
20/11/2023 21:00;37548,68;37566;37271,1;37415,99;-0,35%;1,18%;0,03%;0,41%;0,51%;-1,28%;1077,34423;40266503,78;63001;475,71869;17777980,94;44%;83437,252;1,79%;2,72%;46,05;-8,79%;-10,23%;0,01;0,00%;-1,05%;454963,1128;454963,1128
20/11/2023 22:00;37416;37570,72;37346,15;37425,78;0,03%;0,18%;0,06%;0,48%;0,55%;-1,58%;948,85312;35548029,79;48116;418,58424;15682569,8;44%;83204,936;2,89%;3,47%;46,18;-7,42%;-10,73%;0,01;0,00%;-1,05%;37899,5012;37899,5012
20/11/2023 23:00;37425,78;37605,76;37425,78;37448,78;0,06%;0,40%;-0,15%;0,18%;0,54%;-2,86%;901,20393;33811847,19;50865;456,81156;17137650,73;51%;83376,582;2,97%;3,67%;45,9;-5,28%;-11,56%;0,01;0,00%;-1,05%;13486,5;13486,5
21/11/2023 00:00;37448,79;37516,48;37304,72;37394,17;-0,15%;0,28%;0,55%;0,63%;0,68%;-4,42%;807,25113;30207027,3;50548;369,24259;13816296,1;46%;83174,8;2,34%;2,43%;45,5;-5,44%;-12,77%;0,01;0,00%;-0,74%;290023,4487;290023,4487
21/11/2023 01:00;37394,16;37630,6;37350,13;37600,61;0,55%;0,80%;-0,39%;0,13%;0,13%;-3,97%;931,86557;34929182,19;41881;469,84264;17614932,14;50%;83628,776;2,95%;2,62%;45,59;-4,22%;-12,24%;0,01;0,00%;-0,74%;0;0
21/11/2023 02:00;37600,61;37649,44;37419,57;37452,34;-0,39%;0,91%;0,03%;0,28%;0,28%;-3,63%;1203,93489;45180347,89;58009;554,57421;20814100,14;46%;84323,725;3,42%;3,20%;45,02;-5,18%;-13,82%;0,01;0,00%;-0,74%;90387,0468;90387,0468
