Date;Value;Value_Classification;BTC_Closing;BTC_Volume
28/05/2019;71.0;Greed;8719.9619140625;24226919267
29/05/2019;71.0;Greed;8659.4873046875;23473479966
30/05/2019;73.0;Greed;8319.47265625;29246528551
31/05/2019;61.0;Greed;8574.501953125;25365190957
01/06/2019;62.0;Greed;8564.0166015625;22488303544
02/06/2019;63.0;Greed;8742.9580078125;20266216022
03/06/2019;66.0;Greed;8208.9951171875;22004511436
04/06/2019;42.0;Fear;7707.77099609375;24609731549
05/06/2019;27.0;Fear;7824.2314453125;21760923463
06/06/2019;34.0;Fear;7822.0234375;19474611077
07/06/2019;27.0;Fear;8043.951171875;19141423231
08/06/2019;62.0;Greed;7954.1279296875;16522722810
09/06/2019;62.0;Greed;7688.0771484375;16610726547
10/06/2019;46.0;Fear;8000.32958984375;18689275117
11/06/2019;61.0;Greed;7927.71435546875;17107279932
12/06/2019;60.0;Greed;8145.857421875;19034432883
13/06/2019;63.0;Greed;8230.923828125;18669407147
14/06/2019;67.0;Greed;8693.8330078125;19831162906
15/06/2019;75.0;Greed;8838.375;18371033226
16/06/2019;80.0;Extreme Greed;8994.48828125;23348550311
17/06/2019;84.0;Extreme Greed;9320.3525390625;15562951919
18/06/2019;83.0;Extreme Greed;9081.7626953125;15848210536
19/06/2019;82.0;Extreme Greed;9273.521484375;15546809946
20/06/2019;81.0;Extreme Greed;9527.16015625;17846823784
21/06/2019;84.0;Extreme Greed;10144.556640625;20624008643
22/06/2019;83.0;Extreme Greed;10701.69140625;29995204861
23/06/2019;84.0;Extreme Greed;10855.37109375;20998326502
24/06/2019;80.0;Extreme Greed;11011.1025390625;19271652365
25/06/2019;87.0;Extreme Greed;11790.9169921875;24879684533
26/06/2019;95.0;Extreme Greed;13016.2314453125;45105733173
27/06/2019;92.0;Extreme Greed;11182.806640625;39977475223
28/06/2019;62.0;Greed;12407.33203125;35087757766
29/06/2019;74.0;Greed;11959.37109375;29923961128
30/06/2019;78.0;Extreme Greed;10817.1552734375;27256473494
01/07/2019;65.0;Greed;10583.134765625;29378589324
02/07/2019;63.0;Greed;10801.677734375;31015895223
03/07/2019;79.0;Extreme Greed;11961.26953125;30796494294
04/07/2019;76.0;Extreme Greed;11215.4375;25920294033
05/07/2019;67.0;Greed;10978.4599609375;23838480210
06/07/2019;72.0;Greed;11208.55078125;21092024306
07/07/2019;67.0;Greed;11450.8466796875;19369044277
08/07/2019;74.0;Greed;12285.9580078125;23482551458
09/07/2019;84.0;Extreme Greed;12573.8125;28167921523
10/07/2019;83.0;Extreme Greed;12156.5126953125;33627574244
11/07/2019;62.0;Greed;11358.662109375;28595327690
12/07/2019;33.0;Fear;11815.986328125;23534692797
13/07/2019;65.0;Greed;11392.37890625;21042616384
14/07/2019;61.0;Greed;10256.05859375;22486000001
15/07/2019;16.0;Extreme Fear;10895.08984375;25384047207
16/07/2019;34.0;Fear;9477.6416015625;24151199070
17/07/2019;19.0;Extreme Fear;9693.802734375;24569921549
18/07/2019;40.0;Fear;10666.482421875;25187024648
19/07/2019;42.0;Fear;10530.732421875;20727426310
20/07/2019;34.0;Fear;10767.1396484375;20206615155
21/07/2019;42.0;Fear;10599.10546875;17130580467
22/07/2019;42.0;Fear;10343.1064453125;16334414913
23/07/2019;40.0;Fear;9900.767578125;17851916995
24/07/2019;20.0;Extreme Fear;9811.92578125;17398734322
25/07/2019;42.0;Fear;9911.841796875;15821952090
26/07/2019;24.0;Extreme Fear;9870.3037109375;14495714483
27/07/2019;47.0;Neutral;9477.677734375;16817809536
28/07/2019;16.0;Extreme Fear;9552.8603515625;13738687093
29/07/2019;19.0;Extreme Fear;9519.1455078125;13791445323
30/07/2019;22.0;Extreme Fear;9607.423828125;13829811132
31/07/2019;31.0;Fear;10085.6279296875;16631520648
01/08/2019;57.0;Greed;10399.6689453125;17165337858
02/08/2019;61.0;Greed;10518.1748046875;17489094082
03/08/2019;61.0;Greed;10821.7265625;15352685061
04/08/2019;62.0;Greed;10970.1845703125;16530894787
05/08/2019;64.0;Greed;11805.6533203125;23875988832
06/08/2019;66.0;Greed;11478.1689453125;23635107660
07/08/2019;45.0;Fear;11941.96875;22194988641
08/08/2019;61.0;Greed;11966.4072265625;19481591730
09/08/2019;60.0;Greed;11862.9365234375;18339989960
10/08/2019;59.0;Greed;11354.0244140625;18125355447
11/08/2019;45.0;Fear;11523.5791015625;15774371518
12/08/2019;48.0;Neutral;11382.6162109375;13647198229
13/08/2019;45.0;Fear;10895.830078125;16681503537
14/08/2019;11.0;Extreme Fear;10051.7041015625;19990838300
15/08/2019;13.0;Extreme Fear;10311.5458984375;22899115082
16/08/2019;31.0;Fear;10374.3388671875;20228207096
17/08/2019;20.0;Extreme Fear;10231.744140625;13778035685
18/08/2019;14.0;Extreme Fear;10345.810546875;12999813869
19/08/2019;30.0;Fear;10916.0537109375;16038264603
20/08/2019;39.0;Fear;10763.232421875;15053082175
21/08/2019;11.0;Extreme Fear;10138.0498046875;19473084768
22/08/2019;5.0;Extreme Fear;10131.0556640625;17097508856
23/08/2019;33.0;Fear;10407.96484375;15627023886
24/08/2019;39.0;Fear;10159.9609375;15451030650
25/08/2019;33.0;Fear;10138.517578125;14153856610
26/08/2019;41.0;Fear;10370.8203125;18438654080
27/08/2019;30.0;Fear;10185.5;14762609503
28/08/2019;32.0;Fear;9754.4228515625;17603790323
29/08/2019;20.0;Extreme Fear;9510.2001953125;17045878501
30/08/2019;24.0;Extreme Fear;9598.173828125;13595263986
31/08/2019;20.0;Extreme Fear;9630.6640625;11454806419
01/09/2019;24.0;Extreme Fear;9757.970703125;11445355859
02/09/2019;28.0;Fear;10346.7607421875;17248102294
03/09/2019;41.0;Fear;10623.5400390625;19384917989
04/09/2019;43.0;Fear;10594.4931640625;16742664769
05/09/2019;41.0;Fear;10575.533203125;14551239508
06/09/2019;43.0;Fear;10353.302734375;19536574783
07/09/2019;39.0;Fear;10517.2548828125;15307366476
08/09/2019;43.0;Fear;10441.2763671875;13670567493
09/09/2019;41.0;Fear;10334.974609375;17595943368
10/09/2019;41.0;Fear;10115.9755859375;14906809639
11/09/2019;38.0;Fear;10178.3720703125;15428063426
12/09/2019;39.0;Fear;10410.126953125;15323563925
13/09/2019;38.0;Fear;10360.546875;14109864675
14/09/2019;39.0;Fear;10358.048828125;13468713124
15/09/2019;38.0;Fear;10347.712890625;12043433567
16/09/2019;38.0;Fear;10276.7939453125;15160167779
17/09/2019;41.0;Fear;10241.2724609375;15304603363
18/09/2019;38.0;Fear;10198.248046875;16169268880
19/09/2019;31.0;Fear;10266.4150390625;19937691247
20/09/2019;41.0;Fear;10181.6416015625;14734189639
21/09/2019;37.0;Fear;10019.716796875;13425266806
22/09/2019;37.0;Fear;10070.392578125;13199651698
23/09/2019;41.0;Fear;9729.32421875;15144925408
24/09/2019;39.0;Fear;8620.56640625;25002886689
25/09/2019;15.0;Extreme Fear;8486.9931640625;21744728353
26/09/2019;12.0;Extreme Fear;8118.9677734375;19258205289
27/09/2019;24.0;Extreme Fear;8251.845703125;16408941156
28/09/2019;32.0;Fear;8245.9150390625;14141152736
29/09/2019;33.0;Fear;8104.185546875;13034629109
30/09/2019;27.0;Fear;8293.8681640625;17115474183
01/10/2019;38.0;Fear;8343.2763671875;15305343413
02/10/2019;39.0;Fear;8393.0419921875;13125712443
03/10/2019;37.0;Fear;8259.9921875;13668823409
04/10/2019;30.0;Fear;8205.939453125;13139456229
05/10/2019;31.0;Fear;8151.50048828125;12200497197
06/10/2019;32.0;Fear;7988.15576171875;13160830305
07/10/2019;27.0;Fear;8245.623046875;18009742607
08/10/2019;39.0;Fear;8228.783203125;15592264032
09/10/2019;37.0;Fear;8595.740234375;19384942333
10/10/2019;41.0;Fear;8586.4736328125;17618660671
11/10/2019;39.0;Fear;8321.7568359375;19604381101
12/10/2019;38.0;Fear;8336.5556640625;14532641605
13/10/2019;38.0;Fear;8321.005859375;13808286059
14/10/2019;37.0;Fear;8374.6865234375;15151387859
15/10/2019;39.0;Fear;8205.369140625;15220412632
16/10/2019;40.0;Fear;8047.52685546875;16071646996
17/10/2019;40.0;Fear;8103.9111328125;14313052244
18/10/2019;40.0;Fear;7973.20751953125;15651592610
19/10/2019;41.0;Fear;7988.560546875;13797825640
20/10/2019;37.0;Fear;8222.078125;15504249442
21/10/2019;37.0;Fear;8243.720703125;15868748866
22/10/2019;39.0;Fear;8078.203125;16803377857
23/10/2019;33.0;Fear;7514.671875;21942878958
24/10/2019;20.0;Extreme Fear;7493.48876953125;16268708849
25/10/2019;24.0;Extreme Fear;8660.7001953125;28705065488
26/10/2019;53.0;Neutral;9244.97265625;44496255609
27/10/2019;50.0;Neutral;9551.71484375;32593129501
28/10/2019;52.0;Neutral;9256.1484375;30948255332
29/10/2019;54.0;Neutral;9427.6875;28426779937
30/10/2019;53.0;Neutral;9205.7265625;27706531577
31/10/2019;50.0;Neutral;9199.5849609375;26583653947
01/11/2019;49.0;Neutral;9261.1044921875;24324691031
02/11/2019;51.0;Neutral;9324.7177734375;21242676385
03/11/2019;56.0;Greed;9235.3544921875;21132220847
04/11/2019;49.0;Neutral;9412.6123046875;26170255634
05/11/2019;54.0;Neutral;9342.52734375;26198609048
06/11/2019;53.0;Neutral;9360.8798828125;23133895765
07/11/2019;54.0;Neutral;9267.5615234375;22700383839
08/11/2019;42.0;Fear;8804.880859375;24333037836
09/11/2019;38.0;Fear;8813.58203125;17578630606
10/11/2019;39.0;Fear;9055.5263671875;20587919881
11/11/2019;40.0;Fear;8757.7880859375;20265510765
12/11/2019;39.0;Fear;8815.662109375;20309769107
13/11/2019;38.0;Fear;8808.2626953125;17545755405
14/11/2019;41.0;Fear;8708.0947265625;19084739975
15/11/2019;38.0;Fear;8491.9921875;21796856471
16/11/2019;41.0;Fear;8550.7607421875;16495389808
17/11/2019;38.0;Fear;8577.9755859375;18668638897
18/11/2019;38.0;Fear;8309.2861328125;21579470673
19/11/2019;32.0;Fear;8206.1455078125;21083613816
20/11/2019;32.0;Fear;8027.26806640625;20764300437
21/11/2019;30.0;Fear;7642.75;22514243371
22/11/2019;20.0;Extreme Fear;7296.57763671875;34242315785
23/11/2019;23.0;Extreme Fear;7397.796875;21008924418
24/11/2019;21.0;Extreme Fear;7047.9169921875;30433517289
25/11/2019;17.0;Extreme Fear;7146.1337890625;42685231262
26/11/2019;21.0;Extreme Fear;7218.37109375;21129505542
27/11/2019;20.0;Extreme Fear;7531.66357421875;23991412764
28/11/2019;32.0;Fear;7463.10595703125;19050116751
29/11/2019;31.0;Fear;7761.24365234375;19709695456
30/11/2019;38.0;Fear;7569.6298828125;17158194786
01/12/2019;25.0;Extreme Fear;7424.29248046875;18720708479
02/12/2019;28.0;Fear;7321.98828125;17082040706
03/12/2019;28.0;Fear;7320.1455078125;14797485769
04/12/2019;24.0;Extreme Fear;7252.03466796875;21664240918
05/12/2019;21.0;Extreme Fear;7448.3076171875;18816085231
06/12/2019;29.0;Fear;7546.99658203125;18104466307
07/12/2019;32.0;Fear;7556.23779296875;15453520564
08/12/2019;28.0;Fear;7564.34521484375;15409908086
09/12/2019;32.0;Fear;7400.8994140625;17872021272
10/12/2019;26.0;Fear;7278.11962890625;18249031195
11/12/2019;20.0;Extreme Fear;7217.42724609375;16350490689
12/12/2019;23.0;Extreme Fear;7243.13427734375;18927080224
13/12/2019;22.0;Extreme Fear;7269.6845703125;17125736940
14/12/2019;27.0;Fear;7124.673828125;17137029730
15/12/2019;21.0;Extreme Fear;7152.3017578125;16881129804
16/12/2019;24.0;Extreme Fear;6932.48046875;20213265950
17/12/2019;23.0;Extreme Fear;6640.51513671875;22363804217
18/12/2019;15.0;Extreme Fear;7276.802734375;31836522778
19/12/2019;21.0;Extreme Fear;7202.84423828125;25904604416
20/12/2019;23.0;Extreme Fear;7218.81640625;22633815180
21/12/2019;23.0;Extreme Fear;7191.15869140625;19312552168
22/12/2019;20.0;Extreme Fear;7511.5888671875;23134537956
23/12/2019;33.0;Fear;7355.62841796875;27831788041
24/12/2019;25.0;Extreme Fear;7322.5322265625;22991622105
25/12/2019;22.0;Extreme Fear;7275.15576171875;21559505149
26/12/2019;39.0;Fear;7238.966796875;22787010034
27/12/2019;38.0;Fear;7290.08837890625;22777360996
28/12/2019;37.0;Fear;7317.990234375;21365673026
29/12/2019;37.0;Fear;7422.65283203125;22445257702
30/12/2019;40.0;Fear;7292.9951171875;22874131672
31/12/2019;38.0;Fear;7193.59912109375;21167946112
01/01/2020;37.0;Fear;7200.17431640625;18565664997
02/01/2020;39.0;Fear;6985.47021484375;20802083465
03/01/2020;38.0;Fear;7344.88427734375;28111481032
04/01/2020;38.0;Fear;7410.65673828125;18444271275
05/01/2020;39.0;Fear;7411.3173828125;19725074095
06/01/2020;41.0;Fear;7769.21923828125;23276261598
07/01/2020;40.0;Fear;8163.6923828125;28767291327
08/01/2020;51.0;Neutral;8079.86279296875;31672559265
09/01/2020;44.0;Fear;7879.0712890625;24045990466
10/01/2020;41.0;Fear;8166.55419921875;28714583844
11/01/2020;50.0;Neutral;8037.53759765625;25521165085
12/01/2020;45.0;Fear;8192.494140625;22903438381
13/01/2020;49.0;Neutral;8144.1943359375;22482910688
14/01/2020;56.0;Greed;8827.7646484375;44841784107
15/01/2020;54.0;Neutral;8807.0107421875;40102834650
16/01/2020;55.0;Greed;8723.7861328125;31313981931
17/01/2020;54.0;Neutral;8929.0380859375;36372139320
18/01/2020;51.0;Neutral;8942.80859375;32337772627
19/01/2020;53.0;Neutral;8706.2451171875;34217320471
20/01/2020;48.0;Neutral;8657.642578125;26422375678
21/01/2020;49.0;Neutral;8745.89453125;24097418512
22/01/2020;52.0;Neutral;8680.8759765625;22600204051
23/01/2020;49.0;Neutral;8406.515625;25770680779
24/01/2020;40.0;Fear;8445.4345703125;24397913026
25/01/2020;41.0;Fear;8367.84765625;19647331549
26/01/2020;42.0;Fear;8596.830078125;22177678796
27/01/2020;50.0;Neutral;8909.8193359375;28647338393
28/01/2020;54.0;Neutral;9358.58984375;34398744403
29/01/2020;57.0;Greed;9316.6298828125;30682598115
30/01/2020;57.0;Greed;9508.9931640625;32378792851
31/01/2020;55.0;Greed;9350.529296875;29432489719
01/02/2020;57.0;Greed;9392.875;25922656496
02/02/2020;57.0;Greed;9344.365234375;30835736946
03/02/2020;59.0;Greed;9293.521484375;30934096509
04/02/2020;56.0;Greed;9180.962890625;29893183716
05/02/2020;53.0;Neutral;9613.423828125;35222060874
06/02/2020;61.0;Greed;9729.8017578125;37628823716
07/02/2020;56.0;Greed;9795.943359375;34522718159
08/02/2020;56.0;Greed;9865.119140625;35172043762
09/02/2020;56.0;Greed;10116.673828125;35807884663
10/02/2020;57.0;Greed;9856.611328125;39386548075
11/02/2020;52.0;Neutral;10208.236328125;37648059389
12/02/2020;61.0;Greed;10326.0546875;43444303830
13/02/2020;65.0;Greed;10214.3798828125;49356071373
14/02/2020;63.0;Greed;10312.1162109375;43338264162
15/02/2020;64.0;Greed;9889.4248046875;43865054831
16/02/2020;59.0;Greed;9934.43359375;43374780305
17/02/2020;49.0;Neutral;9690.142578125;45998298413
18/02/2020;53.0;Neutral;10141.99609375;47271023953
19/02/2020;50.0;Neutral;9633.38671875;46992019710
20/02/2020;44.0;Fear;9608.4755859375;44925260237
21/02/2020;44.0;Fear;9686.44140625;40930547513
22/02/2020;43.0;Fear;9663.181640625;35838025154
23/02/2020;46.0;Fear;9924.515625;41185185761
24/02/2020;46.0;Fear;9650.1748046875;45080496648
25/02/2020;44.0;Fear;9341.705078125;42515259129
26/02/2020;41.0;Fear;8820.5224609375;50420050762
27/02/2020;39.0;Fear;8784.494140625;45470195695
28/02/2020;40.0;Fear;8672.455078125;44605450443
29/02/2020;38.0;Fear;8599.5087890625;35792392544
01/03/2020;39.0;Fear;8562.4541015625;35349164300
02/03/2020;38.0;Fear;8869.669921875;42857674409
03/03/2020;38.0;Fear;8787.7861328125;42386715821
04/03/2020;40.0;Fear;8755.24609375;34746706368
05/03/2020;41.0;Fear;9078.7626953125;39698054597
06/03/2020;39.0;Fear;9122.5458984375;40826885651
07/03/2020;38.0;Fear;8909.9541015625;36216930370
08/03/2020;33.0;Fear;8108.1162109375;39973102121
09/03/2020;17.0;Extreme Fear;7923.64453125;46936995808
10/03/2020;16.0;Extreme Fear;7909.7294921875;42213940994
11/03/2020;17.0;Extreme Fear;7911.43017578125;38682762605
12/03/2020;14.0;Extreme Fear;4970.7880859375;53980357243
13/03/2020;10.0;Extreme Fear;5563.70703125;74156772075
14/03/2020;8.0;Extreme Fear;5200.3662109375;36154506008
15/03/2020;12.0;Extreme Fear;5392.31494140625;33997889639
16/03/2020;9.0;Extreme Fear;5014.47998046875;45368026430
17/03/2020;8.0;Extreme Fear;5225.62939453125;38622642935
18/03/2020;11.0;Extreme Fear;5238.4384765625;37878801016
19/03/2020;12.0;Extreme Fear;6191.19287109375;51000731797
20/03/2020;9.0;Extreme Fear;6198.7783203125;54442976103
21/03/2020;9.0;Extreme Fear;6185.06640625;42494390880
22/03/2020;11.0;Extreme Fear;5830.2548828125;40099664740
23/03/2020;10.0;Extreme Fear;6416.31494140625;46491916000
24/03/2020;12.0;Extreme Fear;6734.8037109375;48221910672
25/03/2020;13.0;Extreme Fear;6681.06298828125;44590107888
26/03/2020;14.0;Extreme Fear;6716.4404296875;35319797642
27/03/2020;12.0;Extreme Fear;6469.79833984375;34585598367
28/03/2020;8.0;Extreme Fear;6242.19384765625;34885225901
29/03/2020;12.0;Extreme Fear;5922.04296875;28373690931
30/03/2020;10.0;Extreme Fear;6429.841796875;37101651525
31/03/2020;12.0;Extreme Fear;6438.64453125;32786468812
01/04/2020;12.0;Extreme Fear;6606.7763671875;40346426266
02/04/2020;14.0;Extreme Fear;6793.62451171875;47660646124
03/04/2020;14.0;Extreme Fear;6733.38720703125;38976504903
04/04/2020;12.0;Extreme Fear;6867.52734375;33185988584
05/04/2020;12.0;Extreme Fear;6791.12939453125;29510409856
06/04/2020;12.0;Extreme Fear;7271.78125;46896904615
07/04/2020;20.0;Extreme Fear;7176.41455078125;44243482668
08/04/2020;21.0;Extreme Fear;7334.0986328125;37563249549
09/04/2020;22.0;Extreme Fear;7302.08935546875;34815139178
10/04/2020;15.0;Extreme Fear;6865.4931640625;43622840992
11/04/2020;15.0;Extreme Fear;6859.0830078125;31222085946
12/04/2020;10.0;Extreme Fear;6971.091796875;35759567632
13/04/2020;11.0;Extreme Fear;6845.03759765625;38619308647
14/04/2020;15.0;Extreme Fear;6842.427734375;34110434052
15/04/2020;18.0;Extreme Fear;6642.10986328125;32288311031
16/04/2020;13.0;Extreme Fear;7116.80419921875;46783242377
17/04/2020;15.0;Extreme Fear;7096.1845703125;32513423567
18/04/2020;18.0;Extreme Fear;7257.6650390625;32447188386
19/04/2020;16.0;Extreme Fear;7189.4248046875;31311210215
20/04/2020;15.0;Extreme Fear;6881.95849609375;37747113936
21/04/2020;17.0;Extreme Fear;6880.3232421875;32589741511
22/04/2020;19.0;Extreme Fear;7117.20751953125;33249153866
23/04/2020;19.0;Extreme Fear;7429.724609375;43500782316
24/04/2020;20.0;Extreme Fear;7550.90087890625;34636526286
25/04/2020;24.0;Extreme Fear;7569.93603515625;32941541447
26/04/2020;21.0;Extreme Fear;7679.8671875;33070154491
27/04/2020;28.0;Fear;7795.60107421875;36162144725
28/04/2020;26.0;Fear;7807.05859375;33187959921
29/04/2020;26.0;Fear;8801.0380859375;60201052203
30/04/2020;44.0;Fear;8658.5537109375;66964629541
01/05/2020;40.0;Fear;8864.7666015625;44068389997
02/05/2020;40.0;Fear;8988.5966796875;40134388683
03/05/2020;45.0;Fear;8897.46875;47101785174
04/05/2020;44.0;Fear;8912.654296875;45718796276
05/05/2020;40.0;Fear;9003.0703125;43148462663
06/05/2020;42.0;Fear;9268.76171875;49371886931
07/05/2020;49.0;Neutral;9951.5185546875;61112700562
08/05/2020;55.0;Greed;9842.666015625;51780748042
09/05/2020;56.0;Greed;9593.896484375;46566121841
10/05/2020;48.0;Neutral;8756.4306640625;63325279337
11/05/2020;40.0;Fear;8601.7958984375;57119858802
12/05/2020;39.0;Fear;8804.4775390625;42142717533
13/05/2020;41.0;Fear;9269.9873046875;45558144023
14/05/2020;40.0;Fear;9733.7216796875;56426907637
15/05/2020;44.0;Fear;9328.197265625;48158802327
16/05/2020;41.0;Fear;9377.013671875;36164766408
17/05/2020;40.0;Fear;9670.7392578125;40084250663
18/05/2020;50.0;Neutral;9726.5751953125;41827139896
19/05/2020;50.0;Neutral;9729.0380859375;39254288955
20/05/2020;52.0;Neutral;9522.9814453125;36546239703
21/05/2020;49.0;Neutral;9081.76171875;39326160532
22/05/2020;42.0;Fear;9182.5771484375;29810773699
23/05/2020;40.0;Fear;9209.287109375;27727866812
24/05/2020;43.0;Fear;8790.3681640625;32518803300
25/05/2020;41.0;Fear;8906.9345703125;31288157264
26/05/2020;39.0;Fear;8835.052734375;29584186947
27/05/2020;39.0;Fear;9181.017578125;32740536902
28/05/2020;41.0;Fear;9525.7509765625;34367073114
29/05/2020;48.0;Neutral;9439.1240234375;32896642044
30/05/2020;48.0;Neutral;9700.4140625;32722975141
31/05/2020;51.0;Neutral;9461.05859375;27773290299
01/06/2020;50.0;Neutral;10167.2685546875;35198901068
02/06/2020;56.0;Greed;9529.8037109375;39137252109
03/06/2020;48.0;Neutral;9656.7177734375;25007459262
04/06/2020;54.0;Neutral;9800.63671875;25921805072
05/06/2020;53.0;Neutral;9665.533203125;23509628646
06/06/2020;54.0;Neutral;9653.6796875;20438419222
07/06/2020;54.0;Neutral;9758.8525390625;25015250846
08/06/2020;53.0;Neutral;9771.4892578125;21486346312
09/06/2020;52.0;Neutral;9795.7001953125;23717842783
10/06/2020;54.0;Neutral;9870.0947265625;25706567601
11/06/2020;52.0;Neutral;9321.78125;30247143440
12/06/2020;38.0;Fear;9480.84375;22610564515
13/06/2020;38.0;Fear;9475.27734375;17564322315
14/06/2020;40.0;Fear;9386.7880859375;18991732746
15/06/2020;37.0;Fear;9450.7021484375;26699704768
16/06/2020;39.0;Fear;9538.0244140625;21565537209
17/06/2020;38.0;Fear;9480.2548828125;20177709879
18/06/2020;40.0;Fear;9411.8408203125;17770083003
19/06/2020;39.0;Fear;9288.0185546875;19632223107
20/06/2020;38.0;Fear;9332.3408203125;17130541557
21/06/2020;37.0;Fear;9303.6298828125;15324301169
22/06/2020;38.0;Fear;9648.7177734375;21104009514
23/06/2020;41.0;Fear;9629.658203125;17006433272
24/06/2020;50.0;Neutral;9313.6103515625;18961716076
25/06/2020;43.0;Fear;9264.8134765625;18616048626
26/06/2020;40.0;Fear;9162.91796875;18341465837
27/06/2020;43.0;Fear;9045.390625;17273093144
28/06/2020;40.0;Fear;9143.58203125;14560870760
29/06/2020;41.0;Fear;9190.8544921875;16460547078
30/06/2020;44.0;Fear;9137.9931640625;15735797744
01/07/2020;42.0;Fear;9228.3251953125;15971550355
02/07/2020;42.0;Fear;9123.41015625;16338916796
03/07/2020;41.0;Fear;9087.3037109375;13078970999
04/07/2020;40.0;Fear;9132.48828125;12290528515
05/07/2020;38.0;Fear;9073.9423828125;12903406143
06/07/2020;40.0;Fear;9375.474609375;17889263252
07/07/2020;43.0;Fear;9252.27734375;13839652595
08/07/2020;44.0;Fear;9428.3330078125;19702359883
09/07/2020;44.0;Fear;9277.9677734375;18000702524
10/07/2020;41.0;Fear;9278.8076171875;16860035605
11/07/2020;44.0;Fear;9240.3466796875;13249910444
12/07/2020;41.0;Fear;9276.5;14452361907
13/07/2020;43.0;Fear;9243.6142578125;17519821266
14/07/2020;43.0;Fear;9243.2138671875;18085038362
15/07/2020;44.0;Fear;9192.8369140625;15844731575
16/07/2020;43.0;Fear;9132.2275390625;15713967523
17/07/2020;41.0;Fear;9151.392578125;13944570749
18/07/2020;44.0;Fear;9159.0400390625;12252601475
19/07/2020;41.0;Fear;9185.8173828125;12939002784
20/07/2020;44.0;Fear;9164.2314453125;13755604146
21/07/2020;44.0;Fear;9374.8876953125;18069581956
22/07/2020;50.0;Neutral;9525.36328125;16532254884
23/07/2020;55.0;Greed;9581.072265625;18146399002
24/07/2020;53.0;Neutral;9536.892578125;16552768325
25/07/2020;55.0;Greed;9677.11328125;16610070933
26/07/2020;55.0;Greed;9905.1669921875;20507998997
27/07/2020;58.0;Greed;10990.873046875;35359749590
28/07/2020;76.0;Extreme Greed;10912.8232421875;28766551142
29/07/2020;71.0;Greed;11100.4677734375;24617249715
30/07/2020;76.0;Extreme Greed;11111.2138671875;22857247901
31/07/2020;75.0;Greed;11323.466796875;23160469766
01/08/2020;75.0;Greed;11759.5927734375;26075670303
02/08/2020;80.0;Extreme Greed;11053.6142578125;27410067336
03/08/2020;75.0;Greed;11246.3486328125;20271713443
04/08/2020;72.0;Greed;11205.892578125;21250197042
05/08/2020;75.0;Greed;11747.0224609375;24411254471
06/08/2020;79.0;Extreme Greed;11779.7734375;23400740340
07/08/2020;77.0;Extreme Greed;11601.47265625;23132312867
08/08/2020;77.0;Extreme Greed;11754.0458984375;17572057837
09/08/2020;79.0;Extreme Greed;11675.7392578125;17489608833
10/08/2020;78.0;Extreme Greed;11878.111328125;26114112569
11/08/2020;84.0;Extreme Greed;11410.525390625;27039782640
12/08/2020;75.0;Greed;11584.9345703125;25064548486
13/08/2020;75.0;Greed;11784.1376953125;27522199497
14/08/2020;78.0;Extreme Greed;11768.87109375;24237958589
15/08/2020;79.0;Extreme Greed;11865.6982421875;23354924400
16/08/2020;82.0;Extreme Greed;11892.8037109375;20583375490
17/08/2020;83.0;Extreme Greed;12254.40234375;28227687027
18/08/2020;82.0;Extreme Greed;11991.2333984375;26043227672
19/08/2020;80.0;Extreme Greed;11758.283203125;24502851117
20/08/2020;75.0;Greed;11878.3720703125;20175242945
21/08/2020;81.0;Extreme Greed;11592.4892578125;23762425999
22/08/2020;78.0;Extreme Greed;11681.8251953125;20224191306
23/08/2020;76.0;Extreme Greed;11664.84765625;18482062658
24/08/2020;78.0;Extreme Greed;11774.595703125;20681511755
25/08/2020;75.0;Greed;11366.134765625;26301509932
26/08/2020;76.0;Extreme Greed;11488.36328125;22466660958
27/08/2020;75.0;Greed;11323.3974609375;23240415076
28/08/2020;74.0;Greed;11542.5;19807127588
29/08/2020;79.0;Extreme Greed;11506.865234375;17485597759
30/08/2020;75.0;Greed;11711.505859375;19760127945
31/08/2020;75.0;Greed;11680.8203125;22285928250
01/09/2020;75.0;Greed;11970.478515625;27311555343
02/09/2020;83.0;Extreme Greed;11414.0341796875;28037405299
03/09/2020;79.0;Extreme Greed;10245.296875;31927261555
04/09/2020;40.0;Fear;10511.8134765625;29965130374
05/09/2020;41.0;Fear;10169.5673828125;44916565292
06/09/2020;41.0;Fear;10280.3515625;37071460174
07/09/2020;41.0;Fear;10369.5634765625;33703098409
08/09/2020;41.0;Fear;10131.5166015625;33430927462
09/09/2020;38.0;Fear;10242.34765625;24128292755
10/09/2020;38.0;Fear;10363.138671875;54406443211
11/09/2020;41.0;Fear;10400.9150390625;45201121775
12/09/2020;41.0;Fear;10442.1708984375;36750077324
13/09/2020;38.0;Fear;10323.755859375;36506852789
14/09/2020;39.0;Fear;10680.837890625;35453581940
15/09/2020;47.0;Neutral;10796.951171875;32509451925
16/09/2020;43.0;Fear;10974.9052734375;30769986455
17/09/2020;48.0;Neutral;10948.990234375;38151810523
18/09/2020;49.0;Neutral;10944.5859375;26341903912
19/09/2020;48.0;Neutral;11094.3466796875;22764204008
20/09/2020;52.0;Neutral;10938.271484375;24699523788
21/09/2020;48.0;Neutral;10462.259765625;28884999244
22/09/2020;39.0;Fear;10538.4599609375;23621787804
23/09/2020;43.0;Fear;10246.1865234375;23788661867
24/09/2020;39.0;Fear;10760.06640625;47144380902
